SeglingFNStart,SeglingStartDag,SeglingStartTid,SeglingPeriod,StartDagCtr,StartVeckodag,StartDag,StartAr,StartVH,StartFNTid,UrvalStartTid,TmpRegatta,TmpOrganizer,TmpRace,TmpRegattaName
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
60,09/01/07 00:00:00,07:00-07:30,12,60,Lör,09/01/07 00:00:00,2007,H,3,07:00-07:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
60,09/01/07 00:00:00,07:00-07:30,12,60,Lör,09/01/07 00:00:00,2007,H,3,07:00-07:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
66,05/31/08 00:00:00,12:00-12:30,24,66,Lör,05/31/08 00:00:00,2008,V,2,12:00-12:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,12,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
60,09/01/07 00:00:00,07:00-07:30,12,60,Lör,09/01/07 00:00:00,2007,H,3,07:00-07:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
62,08/31/07 00:00:00,12:00-20:00,48,62,Fre,08/31/07 00:00:00,2007,H,1,12:00-20:00,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
60,09/01/07 00:00:00,07:00-07:30,12,60,Lör,09/01/07 00:00:00,2007,H,3,07:00-07:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
67,05/31/08 00:00:00,07:00-07:30,24,67,Lör,05/31/08 00:00:00,2008,V,3,07:00-07:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
60,09/01/07 00:00:00,07:00-07:30,12,60,Lör,09/01/07 00:00:00,2007,H,3,07:00-07:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
62,08/31/07 00:00:00,12:00-20:00,48,62,Fre,08/31/07 00:00:00,2007,H,1,12:00-20:00,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
66,05/31/08 00:00:00,12:00-12:30,24,66,Lör,05/31/08 00:00:00,2008,V,2,12:00-12:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
106,09/05/09 00:00:00,12:00-12:30,24,106,Lör,09/05/09 00:00:00,2009,H,2,12:00-12:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
107,09/04/09 00:00:00,12:00-20:00,48,107,Fre,09/04/09 00:00:00,2009,H,1,12:00-20:00,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
106,09/05/09 00:00:00,12:00-12:30,24,106,Lör,09/05/09 00:00:00,2009,H,2,12:00-12:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
105,09/05/09 00:00:00,07:00-07:30,12,105,Lör,09/05/09 00:00:00,2009,H,3,07:00-07:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
106,09/05/09 00:00:00,12:00-12:30,24,106,Lör,09/05/09 00:00:00,2009,H,2,12:00-12:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
105,09/05/09 00:00:00,07:00-07:30,12,105,Lör,09/05/09 00:00:00,2009,H,3,07:00-07:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
67,05/31/08 00:00:00,07:00-07:30,12,67,Lör,05/31/08 00:00:00,2008,V,3,07:00-07:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
66,05/31/08 00:00:00,12:00-12:30,24,66,Lör,05/31/08 00:00:00,2008,V,2,12:00-12:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
67,05/31/08 00:00:00,07:00-07:30,12,67,Lör,05/31/08 00:00:00,2008,V,3,07:00-07:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
68,05/30/08 00:00:00,12:00-20:00,48,68,Fre,05/30/08 00:00:00,2008,V,1,12:00-20:00,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
66,05/31/08 00:00:00,12:00-12:30,24,66,Lör,05/31/08 00:00:00,2008,V,2,12:00-12:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
67,05/31/08 00:00:00,07:00-07:30,12,67,Lör,05/31/08 00:00:00,2008,V,3,07:00-07:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
66,05/31/08 00:00:00,12:00-12:30,24,66,Lör,05/31/08 00:00:00,2008,V,2,12:00-12:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
106,09/05/09 00:00:00,12:00-12:30,24,106,Lör,09/05/09 00:00:00,2009,H,2,12:00-12:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
114,06/04/10 00:00:00,12:00-20:00,48,114,Fre,06/04/10 00:00:00,2010,V,1,12:00-20:00,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
113,06/05/10 00:00:00,07:00-07:30,12,113,Lör,06/05/10 00:00:00,2010,V,3,07:00-07:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
99,06/06/09 00:00:00,12:00-12:30,24,99,Lör,06/06/09 00:00:00,2009,V,2,12:00-12:30,Sthlm-2009V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2009 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
114,06/04/10 00:00:00,12:00-20:00,48,114,Fre,06/04/10 00:00:00,2010,V,1,12:00-20:00,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
113,06/05/10 00:00:00,07:00-07:30,12,113,Lör,06/05/10 00:00:00,2010,V,3,07:00-07:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
99,06/06/09 00:00:00,12:00-12:30,24,99,Lör,06/06/09 00:00:00,2009,V,2,12:00-12:30,Sthlm-2009V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2009 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
113,06/05/10 00:00:00,07:00-07:30,12,113,Lör,06/05/10 00:00:00,2010,V,3,07:00-07:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
99,06/06/09 00:00:00,12:00-12:30,24,99,Lör,06/06/09 00:00:00,2009,V,2,12:00-12:30,Sthlm-2009V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2009 i Stockholm
129,09/03/10 00:00:00,12:00-20:00,48,129,Fre,09/03/10 00:00:00,2010,H,1,12:00-20:00,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
132,08/31/10 00:00:00,12:00-20:00,120,132,Tis,08/31/10 00:00:00,2010,H,1,12:00-20:00,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
129,09/03/10 00:00:00,12:00-20:00,48,129,Fre,09/03/10 00:00:00,2010,H,1,12:00-20:00,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
129,09/03/10 00:00:00,12:00-20:00,48,129,Fre,09/03/10 00:00:00,2010,H,1,12:00-20:00,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
128,09/04/10 00:00:00,07:00-07:30,12,128,Lör,09/04/10 00:00:00,2010,H,3,07:00-07:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
128,09/04/10 00:00:00,07:00-07:30,12,128,Lör,09/04/10 00:00:00,2010,H,3,07:00-07:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
128,09/04/10 00:00:00,07:00-07:30,12,128,Lör,09/04/10 00:00:00,2010,H,3,07:00-07:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
128,09/04/10 00:00:00,07:00-07:30,12,128,Lör,09/04/10 00:00:00,2010,H,3,07:00-07:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
128,09/04/10 00:00:00,07:00-07:30,12,128,Lör,09/04/10 00:00:00,2010,H,3,07:00-07:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
128,09/04/10 00:00:00,07:00-07:30,12,128,Lör,09/04/10 00:00:00,2010,H,3,07:00-07:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
129,09/03/10 00:00:00,12:00-20:00,48,129,Fre,09/03/10 00:00:00,2010,H,1,12:00-20:00,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
128,09/04/10 00:00:00,07:00-07:30,12,128,Lör,09/04/10 00:00:00,2010,H,3,07:00-07:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
128,09/04/10 00:00:00,07:00-07:30,12,128,Lör,09/04/10 00:00:00,2010,H,3,07:00-07:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
128,09/04/10 00:00:00,07:00-07:30,12,128,Lör,09/04/10 00:00:00,2010,H,3,07:00-07:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
127,09/04/10 00:00:00,12:00-12:30,24,127,Lör,09/04/10 00:00:00,2010,H,2,12:00-12:30,Sthlm-2010H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2010 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
139,06/04/11 00:00:00,07:00-07:30,12,139,Lör,06/04/11 00:00:00,2011,V,3,07:00-07:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
136,05/26/11 00:00:00,12:00-20:00,72,136,Tors,05/26/11 00:00:00,2011,V,1,12:00-20:00,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
135,05/27/11 00:00:00,12:00-20:00,48,135,Fre,05/27/11 00:00:00,2011,V,1,12:00-20:00,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
133,05/28/11 00:00:00,07:00-07:30,12,133,Lör,05/28/11 00:00:00,2011,V,3,07:00-07:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,12,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
141,06/03/11 00:00:00,12:00-20:00,48,141,Fre,06/03/11 00:00:00,2011,V,1,12:00-20:00,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
141,06/03/11 00:00:00,12:00-20:00,48,141,Fre,06/03/11 00:00:00,2011,V,1,12:00-20:00,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
139,06/04/11 00:00:00,07:00-07:30,12,139,Lör,06/04/11 00:00:00,2011,V,3,07:00-07:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
133,05/28/11 00:00:00,07:00-07:30,12,133,Lör,05/28/11 00:00:00,2011,V,3,07:00-07:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
141,06/03/11 00:00:00,12:00-20:00,48,141,Fre,06/03/11 00:00:00,2011,V,1,12:00-20:00,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
133,05/28/11 00:00:00,07:00-07:30,12,133,Lör,05/28/11 00:00:00,2011,V,3,07:00-07:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
134,05/28/11 00:00:00,12:00-12:30,24,134,Lör,05/28/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
139,06/04/11 00:00:00,07:00-07:30,12,139,Lör,06/04/11 00:00:00,2011,V,3,07:00-07:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
139,06/04/11 00:00:00,07:00-07:30,12,139,Lör,06/04/11 00:00:00,2011,V,3,07:00-07:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
139,06/04/11 00:00:00,07:00-07:30,12,139,Lör,06/04/11 00:00:00,2011,V,3,07:00-07:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
139,06/04/11 00:00:00,07:00-07:30,12,139,Lör,06/04/11 00:00:00,2011,V,3,07:00-07:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,12,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
140,06/04/11 00:00:00,12:00-12:30,24,140,Lör,06/04/11 00:00:00,2011,V,2,12:00-12:30,Sthlm-2011V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
147,09/02/11 00:00:00,12:00-20:00,48,147,Fre,09/02/11 00:00:00,2011,H,1,12:00-20:00,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
146,09/03/11 00:00:00,07:00-07:30,12,146,Lör,09/03/11 00:00:00,2011,H,3,07:00-07:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
150,08/30/11 00:00:00,12:00-20:00,120,150,Tis,08/30/11 00:00:00,2011,H,1,12:00-20:00,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,12,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
