SeglingNr,SeglingRegistrerandeKrets,SeglingFNStart,SeglingStartDag,SeglingStartTid,SeglingPeriod,SeglingFNBoatIndivid,SeglingBåtIndivid,SeglingBåtTyp,SeglingFNStartpunkt,SeglingStartnr,SeglingÖvertid,SeglingTotalDist,SeglingAvdrag,SeglingGodkDist,SeglingSxkTal,SeglingPlakatDist,SeglingEfteranmäld,SeglingEjStart,SeglingBrutit,SeglingFiktiv,SeglingÅr,SeglingVH,SeglingLåst,SeglingDeltarFest,SeglingDeltarFestNotering,SeglingBetalt,SeglingBetaltBelopp,SeglingKorrDistans
948,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,137,"Galax","Fenix",458,23,-21,1.2009999999999999e+02,0.0000000000000000e+00,1.2009999999999999e+02,1.0700000000000001e+00,1.1220000000000000e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
949,"Stockholm",56,"06/01/07 00:00:00","12:00-20:00",48,10,"Svartörn","RB 111",555,11,-43,2.3040000000000001e+02,0.0000000000000000e+00,2.3040000000000001e+02,1.2000000000000000e+00,1.9200000000000000e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
950,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,5,"Fri","Sveakryssare",555,52,67,1.0320000000000000e+02,9.5999999999999996e+00,9.3599999999999994e+01,1.1299999999999999e+00,8.2799999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
951,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,561,"Mariren","Jeanneau Sun Odyssey 37.1",580,89,-12,8.3099999999999994e+01,0.0000000000000000e+00,8.3099999999999994e+01,1.1799999999999999e+00,7.0400000000000006e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
953,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,104,"Ellen","IF",580,79,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0200000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
954,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,567,"Mon-Amie","Scampi",537,27,37,1.0590000000000001e+02,5.4000000000000004e+00,1.0050000000000000e+02,1.0900000000000001e+00,9.2200000000000003e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
955,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,534,"Sybarit","Norlin 37",580,95,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1799999999999999e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
956,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,457,"Bacchus","Bacchant 36",537,28,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0700000000000001e+00,0.0000000000000000e+00,0,0,1,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
958,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,34,"Rafiki II","Scanmar 33",540,39,-40,1.0059999999999999e+02,0.0000000000000000e+00,1.0059999999999999e+02,1.1299999999999999e+00,8.9000000000000000e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
959,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,545,"Divina","Dixie 27",555,50,-12,9.2099999999999994e+01,0.0000000000000000e+00,9.2099999999999994e+01,1.0300000000000000e+00,8.9400000000000006e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
960,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,496,"Victoria","Diva 39",580,98,-27,1.1320000000000000e+02,0.0000000000000000e+00,1.1320000000000000e+02,1.2500000000000000e+00,9.0599999999999994e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
961,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,109,"Pomarina","Fenix",555,61,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0700000000000001e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
962,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,46,"Libra II","Comfortina 32",555,57,-96,7.9900000000000006e+01,0.0000000000000000e+00,7.9900000000000006e+01,1.1399999999999999e+00,7.0099999999999994e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
963,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,562,"Charlotta","HR 35 Rasmus",588,102,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0300000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
965,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,508,"Barbrosia","Compis 33",569,68,5,1.0590000000000001e+02,6.9999999999999996e-01,1.0520000000000000e+02,1.1499999999999999e+00,9.1500000000000000e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
966,"Stockholm",56,"06/01/07 00:00:00","12:00-20:00",48,356,"Lady Begood","Monsun 31",585,14,-505,1.3380000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.0300000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
968,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,569,"Nefele","Hanse 371",555,59,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2500000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
969,"Stockholm",56,"06/01/07 00:00:00","12:00-20:00",48,12,"La Gamba","Scampi",555,9,-80,1.9880000000000001e+02,0.0000000000000000e+00,1.9880000000000001e+02,1.0900000000000001e+00,1.8240000000000001e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
972,"Stockholm",56,"06/01/07 00:00:00","12:00-20:00",48,570,"Agda","Scanmar 33",580,12,26,1.8609999999999999e+02,3.3999999999999999e+00,1.8269999999999999e+02,1.1299999999999999e+00,1.6169999999999999e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
973,"Stockholm",56,"06/01/07 00:00:00","12:00-20:00",48,17,"Pamina","Comfort 30",580,13,-60,1.5669999999999999e+02,0.0000000000000000e+00,1.5669999999999999e+02,1.0900000000000001e+00,1.4380000000000001e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
975,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,119,"Anemone","Albin Cumulus",580,71,-27,1.0080000000000000e+02,0.0000000000000000e+00,1.0080000000000000e+02,1.0800000000000001e+00,9.3299999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
976,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,30,"Hägern","Maxi 77",537,32,-53,9.3900000000000006e+01,1.0300000000000001e+01,8.2599999999999994e+01,1.0300000000000000e+00,8.1200000000000003e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
977,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,68,"Treemonisha","Ansa 42",580,97,25,1.0550000000000000e+02,3.7000000000000002e+00,1.0180000000000000e+02,1.2000000000000000e+00,8.4799999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
980,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,571,"Lova","Contrast 33",580,87,8,1.1359999999999999e+02,1.3000000000000000e+00,1.1230000000000000e+02,1.1599999999999999e+00,9.6799999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
982,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,91,"Kronkvist III","Albin Vega",569,69,-152,6.8000000000000000e+01,0.0000000000000000e+00,6.8000000000000000e+01,1.0000000000000000e+00,6.8000000000000000e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
983,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,128,"Giggle","Linjett 32MH",580,84,-7,1.0370000000000000e+02,0.0000000000000000e+00,1.0370000000000000e+02,1.1200000000000001e+00,9.2599999999999994e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
984,"Stockholm",54,"06/02/07 00:00:00","07:00-07:30",12,1,"Memories 2","Albin Cumulus",537,20,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0800000000000001e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
985,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,572,"Muz77","Maxi 77",580,90,-43,7.8799999999999997e+01,0.0000000000000000e+00,7.8799999999999997e+01,1.0300000000000000e+00,7.6500000000000000e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
986,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,452,"Adrienne","Arcona 355",555,43,39,1.4340000000000001e+02,7.7999999999999998e+00,1.3559999999999999e+02,1.2200000000000000e+00,1.1109999999999999e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
987,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,59,"Vindinga","Vindö 40 503",555,67,-73,1.0950000000000000e+02,0.0000000000000000e+00,1.0950000000000000e+02,1.0500000000000000e+00,1.0430000000000000e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
988,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,523,"Codden","RJ 85",537,29,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0300000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
989,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,575,"Lulu","Bavaria 30 Cruiser",537,33,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1000000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
990,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,80,"Fiore","Albin Cumulus",580,82,-11,9.9799999999999997e+01,0.0000000000000000e+00,9.9799999999999997e+01,1.0800000000000001e+00,9.2400000000000006e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
991,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,576,"Lisa","X-362",555,58,-36,1.4459999999999999e+02,0.0000000000000000e+00,1.4459999999999999e+02,1.2900000000000000e+00,1.1209999999999999e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
992,"Stockholm",54,"06/02/07 00:00:00","07:00-07:30",12,27,"Lira","Maxi Magic",537,19,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0800000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
993,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,187,"Westanvind","HR 312",555,66,61,8.5599999999999994e+01,7.2999999999999998e+00,7.8299999999999997e+01,1.0500000000000000e+00,7.4599999999999994e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
994,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,45,"Babiole II","Maxi 999",555,45,15,1.2380000000000000e+02,2.6000000000000001e+00,1.2120000000000000e+02,1.1499999999999999e+00,1.0540000000000001e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
995,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,566,"Frida","Bavaria 31",537,31,107,8.1400000000000006e+01,1.2100000000000000e+01,6.9299999999999997e+01,1.1200000000000001e+00,6.1899999999999999e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
996,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,38,"Sarakina II","Shipman 28",540,40,-30,1.0280000000000000e+02,0.0000000000000000e+00,1.0280000000000000e+02,1.0400000000000000e+00,9.8799999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
998,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,578,"Winnie","Kustkryssare 1,19",580,42,-22,1.1750000000000000e+02,0.0000000000000000e+00,1.1750000000000000e+02,1.1899999999999999e+00,9.8700000000000003e+01,0,0,0,0,"2007","V",1,1,,0,0,0.0000000000000000e+00
999,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,519,"Triad","Scanmar 33",537,35,-150,1.1030000000000000e+02,0.0000000000000000e+00,1.1030000000000000e+02,1.1299999999999999e+00,9.7599999999999994e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1000,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,179,"Mareld","Scanmar 35",458,24,-17,1.4030000000000001e+02,0.0000000000000000e+00,1.4030000000000001e+02,1.1399999999999999e+00,1.2309999999999999e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1001,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,579,"Aqua Alma","Beason 36",580,72,32,1.2309999999999999e+02,5.5000000000000000e+00,1.1759999999999999e+02,1.2000000000000000e+00,9.8000000000000000e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1002,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,573,"Spirit of Adventure ","Bavaria 37 Cruiser",555,63,21,9.6500000000000000e+01,2.7999999999999998e+00,9.3700000000000003e+01,1.2000000000000000e+00,7.8099999999999994e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1004,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,560,"Doris Aurora","Scanmar 33",580,76,-19,8.2799999999999997e+01,0.0000000000000000e+00,8.2799999999999997e+01,1.1299999999999999e+00,7.3299999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1005,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,580,"Hafsorkestern","Bavaria 30 Cruiser",537,53,-6,8.5299999999999997e+01,0.0000000000000000e+00,8.5299999999999997e+01,1.1000000000000001e+00,7.7500000000000000e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1006,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,564,"Zäta","IF",537,36,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0200000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1007,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,565,"Namárië","OE 36",540,38,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1299999999999999e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1009,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,67,"Barbier II","Arcona 355",580,75,33,1.1530000000000000e+02,5.2999999999999998e+00,1.1000000000000000e+02,1.2200000000000000e+00,9.0200000000000003e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1010,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,529,"Malena","Finngulf 33",580,88,-30,1.3330000000000001e+02,0.0000000000000000e+00,1.3330000000000001e+02,1.1899999999999999e+00,1.1200000000000000e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1012,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,547,"Sjövild","Arcona 36",580,93,46,1.2630000000000000e+02,8.0999999999999996e+00,1.1820000000000000e+02,1.2200000000000000e+00,9.6900000000000006e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1013,"Stockholm",54,"06/02/07 00:00:00","07:00-07:30",12,581,"Ran","Comfort 30",580,21,-27,4.8200000000000003e+01,0.0000000000000000e+00,4.8200000000000003e+01,1.0900000000000001e+00,4.4200000000000003e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1014,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,582,"The Ocean View","Jarrack 33",580,96,41,2.5399999999999999e+01,1.3999999999999999e+00,2.4000000000000000e+01,1.1100000000000001e+00,2.1600000000000001e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1015,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,583,"Elina","Elan 333",580,78,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+00,0.0000000000000000e+00,0,0,1,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1016,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,122,"Billabong","HR 34",537,46,-8,1.1190000000000001e+02,0.0000000000000000e+00,1.1190000000000001e+02,1.1799999999999999e+00,9.4799999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1017,"Stockholm",57,"05/31/07 00:00:00","12:00-20:00",72,100,"Naya II","Maxi 95",540,2,-67,2.9030000000000001e+02,0.0000000000000000e+00,2.9030000000000001e+02,1.0700000000000001e+00,2.7130000000000001e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1018,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,62,"Pierina","Cutlass 27",555,60,-70,8.3299999999999997e+01,0.0000000000000000e+00,8.3299999999999997e+01,1.0000000000000000e+00,8.3299999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1019,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,28,"Filur","H-båt",537,30,-27,1.2609999999999999e+02,0.0000000000000000e+00,1.2609999999999999e+02,1.0700000000000001e+00,1.1790000000000001e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1020,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,584,"Nilla","Granada 33",537,34,-39,1.2190000000000001e+02,0.0000000000000000e+00,1.2190000000000001e+02,1.1699999999999999e+00,1.0420000000000000e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1021,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,95,"Lady Hultman","Sunwind 26",588,103,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0200000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1022,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,585,"Barbara","Granada 31 MH",580,74,4,8.1200000000000003e+01,5.0000000000000000e-01,8.0700000000000003e+01,1.1100000000000001e+00,7.2700000000000003e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1023,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,586,"VSSK 1","Ohlson 22",580,99,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.8999999999999999e-01,0.0000000000000000e+00,0,1,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1024,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,587,"Ingrid IV","Albin Cirrus",555,54,-79,5.8799999999999997e+01,0.0000000000000000e+00,5.8799999999999997e+01,1.0200000000000000e+00,5.7600000000000001e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1025,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,588,"Cefrica","Arcona 400",555,49,44,1.6340000000000001e+02,1.0000000000000000e+01,1.5340000000000001e+02,1.3200000000000001e+00,1.1620000000000000e+02,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1026,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,589,"Tarantella","Shipman 28",555,64,-68,8.0400000000000006e+01,0.0000000000000000e+00,8.0400000000000006e+01,1.0400000000000000e+00,7.7299999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1028,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,539,"Sjölek","Mamba 311",580,92,20,1.0909999999999999e+02,3.0000000000000000e+00,1.0609999999999999e+02,1.0900000000000001e+00,9.7299999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1029,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,497,"Hållidej","Scampi",555,7,6,9.7200000000000003e+01,8.0000000000000004e-01,9.6400000000000006e+01,1.0900000000000001e+00,8.8400000000000006e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1031,"Stockholm",56,"06/01/07 00:00:00","12:00-20:00",24,553,"Green Pearl","Marieholm 32",537,3,151,8.1599999999999994e+01,1.7100000000000001e+01,6.4500000000000000e+01,1.0500000000000000e+00,6.1399999999999999e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1033,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,492,"Embla","Comfort 32",580,81,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1100000000000001e+00,0.0000000000000000e+00,0,0,1,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1034,"Stockholm",56,"06/01/07 00:00:00","12:00-20:00",48,480,"Kling","Monsun 31",555,8,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0300000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1035,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,592,"Drutten","Amigo 27",585,100,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.3999999999999995e-01,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1036,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,592,"Drutten","Amigo 27",585,101,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.3999999999999995e-01,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1037,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,98,"Saga II","Laurinkryssare",580,91,-21,7.9400000000000006e+01,0.0000000000000000e+00,7.9400000000000006e+01,1.0500000000000000e+00,7.5599999999999994e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1038,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,472,"Lazy Daisy","Scanner 391",580,85,-2,1.2300000000000000e+02,0.0000000000000000e+00,1.2300000000000000e+02,1.2500000000000000e+00,9.8400000000000006e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1039,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,73,"Slowfox","Comfortina 32",580,94,-58,9.5000000000000000e+01,0.0000000000000000e+00,9.5000000000000000e+01,1.1399999999999999e+00,8.3299999999999997e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1040,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,495,"Egila","Ballad",580,77,40,1.0659999999999999e+02,5.9000000000000004e+00,1.0070000000000000e+02,1.0800000000000001e+00,9.3200000000000003e+01,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1042,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,589,"Tarantella","Shipman 28",999,129,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0400000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1043,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,516,"Skvadern","Passad",999,127,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1599999999999999e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1044,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,568,"Medvind","Bavaria 37 Cruiser",999,117,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1046,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,568,"Medvind","Bavaria 37 Cruiser",999,118,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1047,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,576,"Lisa","X-362",999,116,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2900000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1052,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,457,"Bacchus","Bacchant 36",999,106,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0700000000000001e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1053,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,573,"Spirit of Adventure ","Bavaria 37 Cruiser",999,128,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1054,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,68,"Treemonisha","Ansa 42",999,130,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1055,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,567,"Mon-Amie","Scampi",999,120,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0900000000000001e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1056,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,104,"Ellen","IF",999,109,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0200000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1057,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,104,"Ellen","IF",999,110,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0200000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1058,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,553,"Green Pearl","Marieholm 32",999,114,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0500000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
1639,"Stockholm",112,"06/05/10 00:00:00","12:00-12:30",24,641,"Marianne","Maxi 77",580,62,10,8.5500000000000000e+01,1.2000000000000000e+00,8.4299999999999997e+01,1.0300000000000000e+00,8.1799999999999997e+01,0,0,0,0,"2010","V",1,0,,0,0,0.0000000000000000e+00
1061,"Stockholm",55,"06/02/07 00:00:00","12:00-12:30",24,567,"Mon-Amie","Scampi",999,121,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0900000000000001e+00,0.0000000000000000e+00,0,0,0,0,"2007","V",1,0,,0,0,0.0000000000000000e+00
